Titulo;Paragrafo;;Fonte;Link;Data_acesso;Termo
raio X;raio x, radiação eletromagnética de comprimento de onda extremamente curto e alta frequência, com comprimentos de onda variando de cerca de 10 −8 a 10 −12 metros e frequências correspondentes de cerca de 10 16 a 10 20 hertz (hz).;;Enciclopédia Britânica;https://www.britannica.com/science/x-ray;Acesso em maio de 2024;x-ray
raiva;ira, na teologia católica romana, um dos sete pecados capitais. a ira é definida como um forte sentimento de ódio ou ressentimento com desejo de vingança.;;Enciclopédia Britânica;https://www.britannica.com/science/anger;Acesso em maio de 2024;anger
raquitismo;raquitismo, doença da infância caracterizada pelo amolecimento dos ossos, levando ao crescimento ósseo anormal e causada pela falta de vitamina d no organismo. quando o distúrbio ocorre em adultos, é conhecido como osteomalácia.;;Enciclopédia Britânica;https://www.britannica.com/science/rickets;Acesso em maio de 2024;rickets
reabilitação;;;Enciclopédia Britânica;https://www.britannica.com/science/rehabilitation;Acesso em maio de 2024;rehabilitation
resistência a antibióticos;resistência aos antibióticos, perda de suscetibilidade das bactérias às propriedades letais (bacteriocidas) ou inibidoras do crescimento (bacteriostáticas) de um agente antibiótico. quando uma cepa resistente de bactérias é a cepa dominante em uma infecção, a infecção pode ser intratável e potencialmente fatal.;;Enciclopédia Britânica;https://www.britannica.com/science/antibiotic-resistance;Acesso em maio de 2024;antibiotic-resistance
ronco;ronco, um ruído áspero e rouco produzido ao inspirar durante o sono e causado pela vibração do palato mole e das cordas vocais. muitas vezes está associada à obstrução das vias nasais, o que exige respiração pela boca.;;Enciclopédia Britânica;https://www.britannica.com/science/snoring;Acesso em maio de 2024;snoring
rosácea;;;Enciclopédia Britânica;https://www.britannica.com/science/rosacea;Acesso em maio de 2024;rosacea
rotulagem de alimentos;;;Enciclopédia Britânica;https://www.britannica.com/science/food-labeling;Acesso em maio de 2024;food-labeling
rubéola;rubéola, doença viral contagiosa que tem um curso leve e benigno na maioria das pessoas. embora a rubéola geralmente não seja uma doença grave em crianças ou adultos, ela pode causar defeitos congênitos ou a perda de um feto se uma mulher nos primeiros estágios da gravidez for infectada.;;Enciclopédia Britânica;https://www.britannica.com/science/rubella;Acesso em maio de 2024;rubella
sangramento;sangramento e coagulação sanguínea, escape de sangue dos vasos sanguíneos para o tecido circundante e processo de coagulação pela ação das plaquetas.;;Enciclopédia Britânica;https://www.britannica.com/science/bleeding;Acesso em maio de 2024;bleeding
sarampo;o sarampo é uma doença viral altamente contagiosa, caracterizada por febre, tosse, conjuntivite e erupção na pele com manchas. é mais comum em crianças.;;Enciclopédia Britânica;https://www.britannica.com/science/measles;Acesso em maio de 2024;measles
sarcoidose;sarcoidose, doença sistêmica que se caracteriza pela formação de granulomas (pequenos caroços granulados) no tecido afetado. embora a causa da sarcoidose seja desconhecida, a doença pode ser causada por uma resposta imune anormal a certos antígenos.;;Enciclopédia Britânica;https://www.britannica.com/science/sarcoidosis;Acesso em maio de 2024;sarcoidosis
sarna;sarna, inflamação da pele acompanhada de coceira intensa, principalmente à noite, causada pelo ácaro da coceira (sarcoptes scabiei, variedade hominis). o ácaro passa de pessoa para pessoa por contato próximo.;;Enciclopédia Britânica;https://www.britannica.com/science/scabies;Acesso em maio de 2024;scabies
saúde Ambiental;saúde ambiental, área de estudo na área da saúde pública que se preocupa em avaliar e controlar os impactos dos seres humanos no seu ambiente e os impactos do ambiente nos seres humanos. o meio ambiente, incluindo sua vegetação, outros animais e marcos naturais e históricos, é uma ferramenta vital que tem sido usada como fonte de alimento, abrigo e energia pelas pessoas há milhares de anos.;;Enciclopédia Britânica;https://www.britannica.com/science/environmental-health;Acesso em maio de 2024;environmental-health
segurança para crianças;segurança infantil, área preocupada em limitar a exposição das crianças aos perigos e reduzir o risco de danos às crianças. as crianças são particularmente vulneráveis ​​a acidentes e a sua segurança requer abordagens diferentes das dos adultos.;;Enciclopédia Britânica;https://www.britannica.com/science/child-safety;Acesso em maio de 2024;child-safety
sepse;sepse, condição inflamatória sistêmica que ocorre como complicação de infecção e em casos graves pode estar associada a disfunção orgânica aguda e com risco de vida. em todo o mundo, a sepse é há muito tempo uma causa comum de doença e mortalidade em hospitais, unidades de terapia intensiva e departamentos de emergência.;;Enciclopédia Britânica;https://www.britannica.com/science/sepsis;Acesso em maio de 2024;sepsis
sinusite;sinusite, inflamação aguda ou crônica do revestimento mucoso de um ou mais seios paranasais (as cavidades nos ossos adjacentes ao nariz). a sinusite geralmente acompanha infecções virais do trato respiratório superior e, na maioria dos casos, não requer tratamento.;;Enciclopédia Britânica;https://www.britannica.com/science/sinusitis;Acesso em maio de 2024;sinusitis
siringomielia;siringomielia, doença crônica e progressiva caracterizada principalmente pelo desenvolvimento de um cisto, denominado siringe, próximo à medula espinhal ou tronco cerebral. os sintomas incluem perda sensorial dissociada gradual, perda muscular e espasticidade.;;Enciclopédia Britânica;https://www.britannica.com/science/syringomyelia;Acesso em maio de 2024;syringomyelia
substituição da anca;;;Enciclopédia Britânica;https://www.britannica.com/science/hip-replacement;Acesso em maio de 2024;hip-replacement
substituição do joelho;;;Enciclopédia Britânica;https://www.britannica.com/science/knee-replacement;Acesso em maio de 2024;knee-replacement
suicídio;suicídio, ato de tirar intencionalmente a própria vida. como esta definição não especifica o resultado de tais atos, é costume distinguir entre suicídio fatal e tentativa de suicídio ou não fatal.;;Enciclopédia Britânica;https://www.britannica.com/science/suicide;Acesso em maio de 2024;suicide
suor;suor, a umidade excretada em quantidades visíveis pelas aberturas das glândulas sudoríparas. veja transpiração.;;Enciclopédia Britânica;https://www.britannica.com/science/sweat;Acesso em maio de 2024;sweat
sífilis;sífilis, doença sistêmica causada pela bactéria espiroqueta treponema pallidum. a sífilis é geralmente uma doença sexualmente transmissível, mas ocasionalmente é adquirida por contato direto não sexual com uma pessoa infectada e também pode ser adquirida por um feto em gestação através de infecção na mãe.;;Enciclopédia Britânica;https://www.britannica.com/science/syphilis;Acesso em maio de 2024;syphilis
síndrome da fadiga crônica;síndrome da fadiga crônica (sfc), distúrbio caracterizado por fadiga debilitante persistente. existem dois critérios específicos que devem ser atendidos para um diagnóstico de sfc: (1) fadiga severa com duração de seis meses ou mais e (2) a coexistência de quaisquer quatro de uma série de sintomas característicos, definidos como febre leve, dor de garganta, sensibilidade gânglios linfáticos, dor e fraqueza muscular, dor nas articulações, dor de cabeça, distúrbios do sono, confusão e perda de memória.;;Enciclopédia Britânica;https://www.britannica.com/science/chronic-fatigue-syndrome;Acesso em maio de 2024;chronic-fatigue-syndrome
síndrome de ehlers-danlos;"síndrome de ehlers-danlos (sde), doença hereditária rara caracterizada principalmente por grande elasticidade da pele, fragilidade da pele com tendência a hemorragia, má formação de cicatrizes e hiperextensibilidade das articulações. a pele é aveludada e machuca facilmente, e as orelhas tendem a cair; luxações de articulações são frequentes.";;Enciclopédia Britânica;https://www.britannica.com/science/ehlers-danlos-syndrome;Acesso em maio de 2024;ehlers-danlos-syndrome
Síndrome de klinefelter;síndrome de klinefelter, distúrbio dos cromossomos sexuais humanos que ocorre em homens. a síndrome de klinefelter é uma das doenças cromossômicas mais frequentes em homens, ocorrendo em aproximadamente 1 em cada 500 a 1.;;Enciclopédia Britânica;https://www.britannica.com/science/klinefelter-syndrome;Acesso em maio de 2024;klinefelter-syndrome
síndrome de Marfan;síndrome de marfan, doença hereditária rara do tecido conjuntivo que afeta principalmente o esqueleto, o coração e os olhos. na síndrome de marfan, uma mutação genética causa um defeito na produção de fibrilina, uma proteína encontrada no tecido conjuntivo.;;Enciclopédia Britânica;https://www.britannica.com/science/marfan-syndrome;Acesso em maio de 2024;marfan-syndrome
síndrome de morte súbita infantil;síndrome da morte súbita infantil, morte inesperada de uma criança aparentemente saudável por causas inexplicáveis. a sids tem incidência mundial e nos países industrializados é a causa mais comum de morte de crianças entre duas semanas e um ano de idade.;;Enciclopédia Britânica;https://www.britannica.com/science/sudden-infant-death-syndrome;Acesso em maio de 2024;sudden-infant-death-syndrome
síndrome de prader-willi;síndrome de prader-willi (spw), uma doença genética humana rara caracterizada por tônus ​​muscular fraco no nascimento, baixa estatura, deficiência intelectual, alimentação excessiva levando à obesidade infantil e altas taxas de morbidade e mortalidade. a spw surge da deleção ou ruptura de genes em uma região específica do cromossomo 15.;;Enciclopédia Britânica;https://www.britannica.com/science/prader-willi-syndrome;Acesso em maio de 2024;prader-willi-syndrome
síndrome de rett;síndrome de rett, distúrbio neurológico progressivo raro caracterizado por deficiência intelectual grave, padrões de comportamento semelhantes aos do autismo e função motora prejudicada. o distúrbio foi descrito pela primeira vez na década de 1960 pelo médico austríaco andreas rett.;;Enciclopédia Britânica;https://www.britannica.com/science/rett-syndrome;Acesso em maio de 2024;rett-syndrome
síndrome de Turner;síndrome de turner, distúrbio relativamente incomum do cromossomo sexual que causa desenvolvimento sexual aberrante em mulheres humanas. a síndrome de turner ocorre quando um cromossomo sexual é excluído, de modo que, em vez dos 46 cromossomos normais, dos quais dois são cromossomos sexuais (xx nas mulheres e xy nos homens), o complemento cromossômico é 45,x.;;Enciclopédia Britânica;https://www.britannica.com/science/turner-syndrome;Acesso em maio de 2024;turner-syndrome
síndrome do arrumador;;;Enciclopédia Britânica;https://www.britannica.com/science/usher-syndrome;Acesso em maio de 2024;usher-syndrome
síndrome do intestino irritável;síndrome do intestino irritável (sii), distúrbio relativamente comum do intestino, caracterizado por dor abdominal, gases intestinais e hábitos intestinais alterados, incluindo diarreia, constipação ou ambos. outros sintomas podem incluir dor abdominal que alivia após a defecação, muco nas fezes ou sensação de evacuação retal incompleta.;;Enciclopédia Britânica;https://www.britannica.com/science/irritable-bowel-syndrome;Acesso em maio de 2024;irritable-bowel-syndrome
